text,cmp_code,pos
"This is critical to reducing global inequality, and to ensuring the wellbeing of all people...",701,495
"Second, in the most developed and the emerging economies unsustainable consumption must be urgently reduced.",416,496
This will entail scaling back or radical transformation of damaging material consumption and emissions,416,497
"and the adoption of sustainable technologies, and is critical to ensuring a sustainable future for all...",416,498
"Third, global population growth needs to be slowed and stabilised, but this should by no means be coercive.",501,499
We agree.,501,500
"In the General Election you can vote for the only real party of science or for the parties of neo-liberal economic ideology, which believe in the illusion that we can continue to expand forever on a finite planet.",501,501
"Reducing the amount of waste we produce and being more careful about how we dispose of it has benefits for our planet, our economy and society as a whole.",501,503
We want to move towards a jobs-rich circular economy with as much waste minimisation as possible.,501,504
"We would: Reduce what we use, reuse it when we have finished with it and recycle as a last resort.",501,505
Provide the framework and the infrastructure to help people make more positive choices.,501,506
Use taxation and regulation to ensure that products and packaging are designed with a view to what happens to them when they stop being useful and packaging reduced.,501,507
We want waste designed out and fixing things  making them last  designed in.,501,508
Follow Scotland in banning waste food and other organic material being sent to landfill.,501,509
"Increase national spending on recycling and waste disposal by about 50%, an extra £4 billion a year, so that we can do away with damaging incineration and landfill.",501,510
